"Notes","Year","Year Code","State of Residence","State of Residence Code","Age of Mother 9","Age of Mother 9 Code","Mother's Pre-pregnancy BMI","Mother's Pre-pregnancy BMI Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2022","2022","Oregon","41","30-34 years","30-34","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",10
,"2022","2022","Oregon","41","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",932
,"2022","2022","Oregon","41","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",701
,"2022","2022","Oregon","41","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",186
,"2022","2022","Oregon","41","35-39 years","35-39","Underweight <18.5","1","None checked","1",92
,"2022","2022","Oregon","41","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",98
,"2022","2022","Oregon","41","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",2959
,"2022","2022","Oregon","41","35-39 years","35-39","Normal 18.5-24.9","2","Unknown or Not Stated","9",12
,"2022","2022","Oregon","41","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",38
,"2022","2022","Oregon","41","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",1854
,"2022","2022","Oregon","41","35-39 years","35-39","Overweight 25.0-29.9","3","Unknown or Not Stated","9",17
,"2022","2022","Oregon","41","35-39 years","35-39","Obesity I 30.0-34.9","4","At least one checked","0",28
,"2022","2022","Oregon","41","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",1047
,"2022","2022","Oregon","41","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",522
,"2022","2022","Oregon","41","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",410
,"2022","2022","Oregon","41","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",112
,"2022","2022","Oregon","41","40-44 years","40-44","Underweight <18.5","1","None checked","1",16
,"2022","2022","Oregon","41","40-44 years","40-44","Normal 18.5-24.9","2","At least one checked","0",19
,"2022","2022","Oregon","41","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",645
,"2022","2022","Oregon","41","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",431
,"2022","2022","Oregon","41","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",253
,"2022","2022","Oregon","41","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",135
,"2022","2022","Oregon","41","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",73
,"2022","2022","Oregon","41","40-44 years","40-44","Unknown or Not Stated","9","None checked","1",30
,"2022","2022","Oregon","41","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",43
,"2022","2022","Oregon","41","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",30
,"2022","2022","Oregon","41","45-49 years","45-49","Obesity I 30.0-34.9","4","None checked","1",15
,"2022","2022","Oregon","41","45-49 years","45-49","Obesity II 35.0-39.9","5","None checked","1",15
,"2022","2022","Pennsylvania","42","Under 15 years","15","Normal 18.5-24.9","2","None checked","1",28
,"2022","2022","Pennsylvania","42","15-19 years","15-19","Underweight <18.5","1","None checked","1",366
,"2022","2022","Pennsylvania","42","15-19 years","15-19","Normal 18.5-24.9","2","At least one checked","0",26
,"2022","2022","Pennsylvania","42","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",2002
,"2022","2022","Pennsylvania","42","15-19 years","15-19","Normal 18.5-24.9","2","Unknown or Not Stated","9",27
,"2022","2022","Pennsylvania","42","15-19 years","15-19","Overweight 25.0-29.9","3","At least one checked","0",14
,"2022","2022","Pennsylvania","42","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",883
,"2022","2022","Pennsylvania","42","15-19 years","15-19","Overweight 25.0-29.9","3","Unknown or Not Stated","9",11
,"2022","2022","Pennsylvania","42","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",502
,"2022","2022","Pennsylvania","42","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",206
,"2022","2022","Pennsylvania","42","15-19 years","15-19","Extreme Obesity III > 39.9","6","None checked","1",117
,"2022","2022","Pennsylvania","42","15-19 years","15-19","Unknown or Not Stated","9","None checked","1",160
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Underweight <18.5","1","None checked","1",904
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Underweight <18.5","1","Unknown or Not Stated","9",11
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",116
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",7576
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Normal 18.5-24.9","2","Unknown or Not Stated","9",78
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Overweight 25.0-29.9","3","At least one checked","0",65
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",4500
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Overweight 25.0-29.9","3","Unknown or Not Stated","9",52
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Obesity I 30.0-34.9","4","At least one checked","0",43
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",2900
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",31
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Obesity II 35.0-39.9","5","At least one checked","0",18
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",1605
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Obesity II 35.0-39.9","5","Unknown or Not Stated","9",20
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Extreme Obesity III > 39.9","6","At least one checked","0",13
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",1225
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Extreme Obesity III > 39.9","6","Unknown or Not Stated","9",21
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Unknown or Not Stated","9","At least one checked","0",11
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",587
,"2022","2022","Pennsylvania","42","20-24 years","20-24","Unknown or Not Stated","9","Unknown or Not Stated","9",26
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Underweight <18.5","1","At least one checked","0",15
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Underweight <18.5","1","None checked","1",844
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",232
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",12872
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Normal 18.5-24.9","2","Unknown or Not Stated","9",174
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",129
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",8835
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Overweight 25.0-29.9","3","Unknown or Not Stated","9",123
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Obesity I 30.0-34.9","4","At least one checked","0",81
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",5760
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",68
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Obesity II 35.0-39.9","5","At least one checked","0",41
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",2979
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Obesity II 35.0-39.9","5","Unknown or Not Stated","9",36
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Extreme Obesity III > 39.9","6","At least one checked","0",29
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",2470
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Extreme Obesity III > 39.9","6","Unknown or Not Stated","9",35
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Unknown or Not Stated","9","At least one checked","0",19
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",792
,"2022","2022","Pennsylvania","42","25-29 years","25-29","Unknown or Not Stated","9","Unknown or Not Stated","9",23
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Underweight <18.5","1","None checked","1",764
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Underweight <18.5","1","Unknown or Not Stated","9",14
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",299
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",17141
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Normal 18.5-24.9","2","Unknown or Not Stated","9",289
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",134
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",11147
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Overweight 25.0-29.9","3","Unknown or Not Stated","9",168
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Obesity I 30.0-34.9","4","At least one checked","0",79
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",6455
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",106
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Obesity II 35.0-39.9","5","At least one checked","0",41
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",3285
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Obesity II 35.0-39.9","5","Unknown or Not Stated","9",56
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Extreme Obesity III > 39.9","6","At least one checked","0",25
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",2525
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Extreme Obesity III > 39.9","6","Unknown or Not Stated","9",45
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Unknown or Not Stated","9","At least one checked","0",18
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",831
,"2022","2022","Pennsylvania","42","30-34 years","30-34","Unknown or Not Stated","9","Unknown or Not Stated","9",36
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Underweight <18.5","1","None checked","1",320
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",147
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",8559
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Normal 18.5-24.9","2","Unknown or Not Stated","9",149
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",92
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",5948
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Overweight 25.0-29.9","3","Unknown or Not Stated","9",87
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Obesity I 30.0-34.9","4","At least one checked","0",51
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",3308
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",46
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Obesity II 35.0-39.9","5","At least one checked","0",29
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",1707
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Obesity II 35.0-39.9","5","Unknown or Not Stated","9",20
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Extreme Obesity III > 39.9","6","At least one checked","0",21
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",1299
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Extreme Obesity III > 39.9","6","Unknown or Not Stated","9",28
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",485
,"2022","2022","Pennsylvania","42","35-39 years","35-39","Unknown or Not Stated","9","Unknown or Not Stated","9",16
,"2022","2022","Pennsylvania","42","40-44 years","40-44","Underweight <18.5","1","None checked","1",61
,"2022","2022","Pennsylvania","42","40-44 years","40-44","Normal 18.5-24.9","2","At least one checked","0",19
,"2022","2022","Pennsylvania","42","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",1489
,"2022","2022","Pennsylvania","42","40-44 years","40-44","Normal 18.5-24.9","2","Unknown or Not Stated","9",22
,"2022","2022","Pennsylvania","42","40-44 years","40-44","Overweight 25.0-29.9","3","At least one checked","0",17
,"2022","2022","Pennsylvania","42","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",1247
,"2022","2022","Pennsylvania","42","40-44 years","40-44","Overweight 25.0-29.9","3","Unknown or Not Stated","9",21
,"2022","2022","Pennsylvania","42","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",744
,"2022","2022","Pennsylvania","42","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",347
,"2022","2022","Pennsylvania","42","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",230
,"2022","2022","Pennsylvania","42","40-44 years","40-44","Unknown or Not Stated","9","None checked","1",135
,"2022","2022","Pennsylvania","42","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",93
,"2022","2022","Pennsylvania","42","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",75
,"2022","2022","Pennsylvania","42","45-49 years","45-49","Obesity I 30.0-34.9","4","None checked","1",43
,"2022","2022","Pennsylvania","42","45-49 years","45-49","Obesity II 35.0-39.9","5","None checked","1",19
,"2022","2022","Pennsylvania","42","45-49 years","45-49","Extreme Obesity III > 39.9","6","None checked","1",16
,"2022","2022","Pennsylvania","42","50 years and over","50+","Normal 18.5-24.9","2","None checked","1",15
,"2022","2022","Pennsylvania","42","50 years and over","50+","Overweight 25.0-29.9","3","None checked","1",22
